UMAP1,UMAP2,company
1.5982115,5.6009426,University Health Systems
-6.8882265,1.4208732,HAAS Service GmbH
-2.7505708,0.3060812,Finfrog
0.7375767,2.581448,Pontoon
0.6457726,1.3330415,360 Treasury Systems AG
19.678934,-23.975521,Skillz
-0.48612627,4.263317,Hudson España
-21.693367,-24.524878,CSZNet Inc.
-21.562265,-24.574005,Northeast Kingdom Human Services
3.1774669,-1.613087,Serco Group Plc
8.44419,17.884193,AirHelp
9.595607,-5.522417,DPD
-2.379122,3.914467,Tik Tok
-3.0400095,2.6244214,InMarket
25.531961,-46.409393,RISE KOMBUCHA
-0.5435925,3.7984917,Lilly
3.5983832,1.3634287,"Ross Stores, Inc."
3.4063523,-1.6822156,The Wildlife Trusts
-1.0203438,-0.40002322,lemon.agency
-0.58718354,3.5219777,Altum Solutions
3.5785692,1.3713765,WE Fashion
-2.8854752,1.8325953,Accenture España
35.764496,0.3751677,Corestaff Services
-11.097953,-15.386465,MOO
35.78018,0.4282194,SigmaWay
25.536758,-46.379284,Goodiebox
-0.14495923,-32.786438,Manitou BF
7.54523,-7.640184,Irina Penea Trust
0.87672526,4.6042333,Mediabrands
-1.0165876,-0.39848253,Central Parking
4.8018947,-13.086628,LoadUp
-20.47819,24.469587,Neksjob Corporation
0.13406347,3.8230426,University of Maryland Medical System
19.784504,-23.943787,Talent - sponsored
-5.4825177,0.61960256,KatchMe
-0.14603743,-32.786007,GROUPE SYD
-5.5034328,0.71093005,OfficeSpace Software
0.7301175,2.4998963,USI Insurance Services
-0.8238852,4.3715057,Charterhouse Asia
-21.8177,-24.412182,Mike Todd Construction
3.362388,0.26199535,Zeektek
-0.75399166,2.8076937,Lucid Technologies Inc
-1.0584815,1.1689236,Jade Biz Services
36.209698,0.36787912,RiCOMA International Corporation
-4.14629,-7.5511413,Vivid Money
-2.796245,-21.15775,Expectra CEN
3.518964,-2.1146111,Higher People
-0.2355565,1.695112,"Administrative Services, Department of - DOAS"
0.9882772,0.9790651,UNIR - Universidad Internacional de La Rioja
3.156776,-0.80802083,Mintos
-1.0130432,-0.388856,Heat Recruitment
1.5262787,3.684095,Work from home
-2.7864263,4.2111626,CurveTech.AI
-2.2670746,2.7471704,HolidayCheck AG
13.907996,12.432237,Omni Inclusive
-6.4641557,1.1925982,Bleett
-1.0907028,4.904341,Ing
-4.156577,-7.540309,SOFTGAMES
-2.645381,-0.07103535,Zenotis Technologies INC
-0.8079714,-9.518633,SightSpectrum LLC
-0.80490273,-9.519058,Grupo Noa International
1.0684887,3.054088,CornerStone Staffing
-0.69776523,2.8487813,Metasys Technologies
-2.691338,2.7071218,Growth Hub
-6.1994424,1.4438668,SkySelect
-21.55628,-24.599878,SearchTeam.eu
-6.865205,1.3923949,Virtual Team Tech
-0.685525,3.2612035,Louisiana Department of State Civil Service
35.462166,0.086682074,Page Executive
35.46667,0.1255635,MANPOWER MAROC
-3.9447362,-4.90408,BTC Recruitment Malaysia - Executive Search Recruitment Agency
3.3298087,-1.6964918,Rachael Gunn LTD
-0.80804825,3.6849704,Page Personnel Italia SPA
-1.152733,-2.3108084,Talent - organic
-2.5642722,4.772824,Dell
24.397856,-46.820667,Randstad Delivery
-0.7643985,4.307013,Enova Group
1.2331688,2.578482,"Veterans Sourcing Group, LLC"
1.4576617,2.4065886,"VIZIO, Inc."
-5.8720274,0.98619235,Go Fjords
-37.541286,29.927477,Benchmark Executive
8.444153,17.88422,Legislative Branch
-0.64721656,3.6542275,tbi bank
-2.7667384,2.670383,Škoda Auto DigiLab
-37.540703,29.944553,Ferritico AB
-20.474113,24.455843,EducoHire
16.30836,-2.646013,wePlace (Pty) Ltd
-0.89053476,4.341644,C2RP Carif-Oref Hauts-de-France
18.991524,-24.231148,UnityPoint Health
2.940526,0.34557894,Sancomb & Company
6.3836184,-5.172572,TENHIL GmbH & Co. KG
-3.3984582,7.463581,Market One - Consulting | Tech Solutions | Research
-6.769574,1.3483167,King Careers
3.42887,-1.7090367,OVO ENERGY
-0.6215261,1.7589128,Starbucks
1.3052248,3.2959187,MPAC Sports
-0.7958869,0.99806136,KPMG Luxembourg
10.267217,-5.9619126,NR Consulting services
0.9624174,4.9195356,Society for Learning Analytics Research
16.303925,-2.6505463,TELECARE CORPORATION
-4.0283456,-4.8192496,Newrole
1.7217314,3.3344536,Williams Consulting LLC
0.8247595,5.2247996,Connected Analytics (ThankUCash)
4.802505,-13.0860615,Intelegencia
-20.479925,24.466251,AVL Iberica
35.82866,0.29204914,Oj Eventi
1.369282,1.1648287,ITC Infotech
4.8198576,-13.068763,Gasoc
-2.772195,0.15083413,In Technology Group Inc (US)
-8.972396,16.527512,Union Investment
-1.0651317,1.1744878,"Technuf, LLC"
19.66794,-23.986547,"Amick Brown - SAP, Cloud Technologies and Business Intelligence Staffing & Consulting"
-0.7017265,4.537131,OPENCLASSROOMS
-2.8836977,-21.368723,OMV Petrom
41.827724,-13.807601,AB VASSILOPOULOS
-5.360719,6.6969275,TransferGo
-37.62766,29.781967,Artsy
-0.8222399,1.7583355,KPMG Italy
0.9216477,2.5033934,Earthworm Foundation
1.3141618,6.2671914,Field Museum
-2.31604,4.226292,Galorath Inc.
-0.98252165,0.78554493,Television Broadcasts Limited
0.28721523,-6.3273234,Six Group
1.0123533,5.78083,So Pristine LTD
18.992262,-24.229822,Al Ansari Exchange
-3.3995976,7.4564,Amer Sports
-2.8828905,-21.369102,TcsCom
-2.872757,-21.358511,techfetch.com
16.067978,0.73059136,"Yaskawa America, Inc. -  Drives & Motion Division"
7.529283,-7.6425123,Pisa Farmacéutica
0.3953182,-2.9182813,Cobser Consulting
13.906879,12.418116,Pine Cliffs Resort
11.155147,4.915003,Sony Electronics
0.76598823,4.839776,Avalon Healthcare Solutions
13.886906,12.435952,Gas Networks Ireland
-0.1583257,-32.79277,PENTAGONE CONSULTING
-3.1966565,4.8010325,PRICEWATERHOUSECOOPERS ADVISORY
13.90236,12.432288,Azul
-1.0038042,4.825001,Credit Agricole
1.2038432,-3.3747058,shipzero (by Appanion)
-3.4285164,13.921226,University of Kent
-4.7123857,3.5553434,ロバート・ウォルターズ・ジャパン（株）
-5.6830254,1.1275957,Amco Servicios Educativos
-37.548985,29.925926,Streetbees
-4.690391,7.592245,"Emerging Tech, LLC"
-0.86607057,1.5962888,Huron Consulting Group Inc.
-0.13163002,-32.76838,"Lexmark International, Inc."
3.262859,0.2718089,LightStream Research
0.68661445,2.8757803,Bobcat
-2.4006517,0.46242502,NOVENCIA Group
-4.174041,-7.2691073,"Bridgeport, CT Area Jobs"
-0.8631881,1.1718035,SHCB
-0.6285698,4.2147818,"Major Development Estate Co., Ltd."
35.874237,0.055934608,Steinbeis school of International Business and Entrepreneurship
-0.80853885,4.776648,Sistema Technologies Inc.
0.7819567,5.1564345,Berklee College of Music
-3.5935416,7.2661405,SGS Global Business Services Europe Sp. z o.o.
-6.7596602,6.5536313,Swag
-2.6571064,0.01257772,Bentley Systems
-1.4737439,-3.8573146,LINCOLN
-0.747763,4.79228,Allness inc
1.1260465,6.0597143,Health & Human Services Comm - 3.3
-4.213084,-6.811813,Open Systems Technologies Corporation
-11.106718,-15.390136,Bridge Technologies and Solutions(WMBE)
1.39933,3.0010092,"Cloud Software Group, Inc."
-20.454844,24.478495,Holis.co
8.443247,17.88332,FAYAT GROUPE
1.2042971,-3.3848774,The Federal Bridge Corporation
-3.3386467,2.810594,Montevideo Labs
-0.12992188,-32.76665,Women in tech - Meli Consulting
35.761566,0.283218,Greenberg Dental & Orthodontics
8.14735,0.93469626,Blue Cube Europe - BCS (EU) B.V.
-0.55281645,4.462286,Pixie Recruitment Services Limited
1.1818358,0.8209344,Togetherwork
13.90502,12.439133,Yusen Logistics
1.6544464,5.62998,DataQ Research
-0.47025132,4.4745555,Digital Matrix Systems
-6.208103,1.4562842,Lightricks
-3.429131,13.920434,University of Helsinki
-0.16266648,-32.799934,Crédit Agricole Leasing & Factoring
-0.42207006,1.1221024,Dennis Family Corporation
3.0795624,-1.7498792,CNB International Limited
3.353347,0.23190619,"ExlService Holdings, Inc."
-0.6018099,4.4558244,花旗(台灣) 商業銀行股份有限公司
-2.8314867,2.7609773,Evidentinsights
25.502544,-46.381126,Civica
10.258181,-5.9434075,lululemon athletica
-0.022980604,3.8907154,Vertisystem Inc.
-4.7117505,3.554485,Recruit Now Singapore Pte. Ltd.
36.15526,0.29900748,Frontline Bathrooms
35.44014,0.058709677,Khatib and Alami
1.2914989,-1.7496552,Herzum Software S.R.L. Unipersonale
36.155193,0.41513395,Second Bind
0.8459313,-0.89508486,Bonava
11.165216,4.9307637,Amerit Fleet Solutions
-37.578438,29.941698,Imagination Machine
16.32653,-2.6289485,"Island Creek Associates, LLC"
-0.3056059,1.8025053,Precise Systems
41.821255,-13.8122425,Ozone.bg
11.179218,4.916842,Inkoopjobs
-21.7835,-24.521015,Edge
1.1985236,-1.3972292,Florida Cancer Specialists
36.16228,0.30003178,"ASML US, LLC"
5.5433283,0.113323055,IDIBELL
2.6301336,-5.022701,"IEM, Inc."
-2.708639,0.36550596,MailOnline
0.8681284,-0.9225992,ECS Federal
-0.5362716,4.2896433,Kyyba Inc
0.7309523,5.015127,The South African Revenue Service
35.45717,0.066496536,Municipal Recruit
1.2045053,-3.3802292,itecopeople
-2.8697045,-21.366222,BRANDT Zwieback-Schokoladen GmbH + Co. KG
1.7067585,0.16265884,ThunderYard
13.895161,12.440552,EMCOR Group
-2.8877716,-21.374088,IPL
19.733109,-23.97285,IntelliPro Group Inc.
-0.6677949,1.3688374,TechDigital
1.8098446,3.3645883,Townsquare Ignite
-0.3610563,5.1775584,Express Medical Recruiting LLC
1.5334731,2.4044132,Vagus Technologies
-0.57323056,1.7963212,Boeing United Kingdom Limited
-2.7436888,0.17756224,WWC Global
-2.6078587,0.06790995,Billigence
25.502378,-46.368874,Jobzem (11041454)
-11.112994,-15.373923,myAGRO
-6.2655845,1.4955504,Intrinsic Schools
-3.1985426,5.154075,Sports Lens
-37.561428,29.949772,El Corte Inglés
-0.28569838,3.0877693,RemoteWorker US
-3.2120736,0.08886347,Smartly.io
11.163737,4.932185,CEF Solutions Inc.
13.892922,12.452096,Conservation Legacy
-9.423372,9.343844,Bit2Me
-9.4230795,9.335623,Michael Page International México Reclutamiento Especializado S. A. De C. V
-0.9629245,0.8113182,iTechScope Recruitment
36.148693,0.41067034,TECNO Mobile
1.2201918,-3.3931165,V and B SAS
2.8354783,2.9725711,Zenith Slovakia
-9.415096,9.340107,The Data Story
-0.35014346,5.3413033,AJ Personnel Recruitment Services
8.147845,0.9349044,Iconic Resourcing
25.541813,-46.404922,Uzum Market
-2.2906923,2.1351495,Rwc IT
2.930402,-1.7713126,Goboony
-2.8917413,-21.36693,Sobi
0.9609043,5.673765,Reesby IT
-6.9039345,1.4245348,Argo AI
35.92025,0.24542654,GMB Consulting
1.45269,3.287657,Red Castle
11.166995,4.928932,Manpower Core Group Inc.
-4.016726,-4.8174515,Mohan Management Consultants Pte Ltd
-4.2635665,12.802356,Path Engineering
-37.53955,29.972322,Voith Group
-6.8995485,1.4134215,Best Smile AG
-1.4137609,1.4842452,Booker DiMaio
-6.92017,26.425423,A-Eskwadraat
-1.2214301,5.04734,BNP Paribas Leasing Solutions
3.5041947,-2.0994794,7Vals
-1.0715971,4.828685,Hoiana Resort & Golf
-0.39058247,1.3354421,matchpoint solutions
-2.833456,0.027728874,Amplexor
11.170116,4.9258776,Jamboree Education Private Limited
0.7524611,5.3745794,Connect One Recruitment
-37.559837,29.954052,McMaster-Carr
6.4429545,-5.334204,Dierbergs
-0.19380601,-32.833084,Liverpool School of Tropical Medicine
0.99043787,2.5153255,Global Atlantic Financial Group
-21.834852,-24.461754,JobGiraffe
35.9678,0.14300752,Acquedotto del Fiora S.p.A.
13.894842,12.439863,Performance Rehabilitation & Regenerative Medicine
-3.2264583,0.072377,Fullstack Labs
1.5551172,3.2964242,"United Natural Foods, Inc."
-2.5729158,4.814788,Aglint
3.4004004,-1.9916521,"The Judge Group, INC."
-11.099819,-15.37616,Karl Storz
-1.369985,5.5890665,Thryve Digital Health LLP
-6.182351,0.87499774,Tatari
19.664228,-23.981655,"Shiseido Company, Limited"
-2.7912252,4.1904373,Atrios Consulting
-37.590343,29.914694,recognified
-1.4363568,-3.7190151,UNC Charlotte
3.4085917,1.4970667,Lance Free
25.513973,-46.409664,Online Payment Platform
3.051331,-1.756633,Z Energy NZ
1.300225,6.254945,Property Tax Advisors
-6.747799,6.5396433,Statera LLC
-9.405793,9.352793,lesfurets
-2.32906,4.240704,Programa Mundial de Alimentos
35.82005,0.40969798,Luminize
-0.34284446,5.187258,Uniqruit
-0.84351355,4.375459,Hong Leong Assurance Berhad
18.50687,-24.710054,COVET IT inc
-0.5400017,1.4403285,Ultimate HR Solutions
-21.543207,-24.575882,Havas Media España
-4.0489464,-4.7881207,AYM Commerce
-3.869703,-4.8023434,Maxonic
6.4653196,-5.361919,HCA Healthcare Inc
3.374366,1.4154072,Ingram Micro SL
-20.457626,24.466576,NASK Incorporated
36.216454,0.3267699,Your Housing Group
10.249027,-5.95733,Sanlam Limited
-0.09993645,2.5650752,American Airlines
2.858673,2.9843385,Umbilical Life
-0.029457567,3.4482543,MS Amlin
-1.2252833,1.5548364,Torch Professional Services
11.407602,-10.296084,DeviseBit
25.489815,-46.423233,Anthem Inc.
10.270553,-5.956267,Unitemps
25.541185,-46.372524,PeopleGenius
0.8392392,-0.8787505,J&C Associates Ltd
-2.6124406,0.2587732,Clarins
1.2260972,2.9381242,"22nd Century Technologies, Inc."
-4.619716,3.4817696,NewFields
1.3330157,2.9036272,Sikorsky Financial Credit Union
35.837933,0.43437624,Quantix SCS LLC
3.529991,-2.1213007,Vase.ai
8.147831,0.9349834,Explora Chile S.A.
-2.697247,4.3261337,Blue Team LLC
1.0189424,2.5388978,SPIE
35.84144,0.0042248494,Julie Rose Recruitment
-21.660547,-24.546427,AEZAN
-0.44596577,3.0949898,Beacon Hill Staffing Group
0.94113934,2.638665,Career Shepherd
36.16104,0.26745027,Grady Memorial Hospital
-20.470436,24.454933,"Dempsey Resource Management, Inc"
-0.9715165,4.7434673,VVV Texel
-0.8995397,4.6517754,AutoZone
41.803288,-13.825773,Morrison Energy Services
1.9831114,2.5021558,Wingstop Restaurants Inc.
1.2024361,-3.3724756,Green Light
-3.3215966,5.193529,Elevation Talent Group
-2.88027,-21.3656,Suizo Argentina S.A.
2.8346407,2.9749506,BAA Training
-1.1006448,5.036828,Kern Health Systems
1.0007052,0.9154818,ConForRe - CFR Skills
-37.519455,29.888075,Krungthai Bank Public - KTB
1.5005592,3.1099474,SWJ TECHNOLOGY
-37.57313,29.941542,JobTech
-5.3607125,6.697505,Lansweeper
-0.7593407,4.291792,3M Canada Company
-3.935475,-5.0367374,PAN-UNITED CORPORATION LTD.
-21.730843,-24.626898,ORCHESTRA
36.209427,0.32685217,Rentokil
0.81193405,5.104464,Itero Group LLC
0.79123414,3.0956483,Exelon Corporation
1.4235684,3.4008703,Airbus Americas
0.7668993,1.260179,Sandia Inc
18.989723,-24.222237,CSU Fullerton Auxiliary Services
-0.34228954,5.1903105,CRISIL Poland
-1.1573931,5.0951343,"Gardner Resources Consulting, LLC"
-3.429937,8.140716,Hegazy & Company
1.0264353,2.5337367,Arrow Search Partners
-21.580736,-24.66417,Faye
-4.0448556,-4.799761,SPARKLE NETWORKS PTE. LTD.
-3.4286842,8.143665,SecAnim GmbH
-8.994474,16.547678,Axbio Inc
-3.105138,-0.6089055,Groupe Partnaire
-1.4701676,-3.8736334,Cincore Consulting
-0.3895312,1.6646065,P & A Consultant Limited
-2.9049163,-0.16604291,Fabrity Sp. z o.o.
1.2054517,-3.3793957,RFA Engineering
35.67965,0.26894248,Egnyte
35.38336,0.067563504,GCP Applied Technologies Inc.
-2.8358662,1.8804282,MICHAEL PAGE INTERNATIONAL FRANCE
-21.694952,-24.577242,CITRUS CONNECTION
-1.1499982,-2.3038814,Charterhouse Pte. Ltd.
-37.50744,29.890451,Noor Games
-6.3938127,6.372281,Evrius
-2.3169703,2.1893778,ENVIRODYNAMICS SOLUTIONS PTE. LTD.
-6.7718267,6.5652356,"University of California, Santa Barbara"
8.1479225,0.9349642,Jotun (singapore) Pte Ltd
16.288685,-2.6667602,STACI
-5.477409,0.39008278,Digital Illusions Creative Entertainment
-7.096625,1.5171832,Mojojojo Marketing
-0.84384185,4.323648,"Press Ganey Associates, LLC"
1.0185726,-1.6190962,Filinvest Land Inc.
-1.5015811,2.5853329,Lingaro
-21.604757,-24.576357,STX Group
-2.7834835,4.1779594,Advanced Info Service Plc.
-37.51977,29.98009,"QAPA, la solution digitale Adecco"
-4.975114,11.7942295,Corporate
-21.758322,-24.396227,Resci
-2.198182,2.2432146,Coforge Ltd.
-37.530216,29.992163,Searchsoftware
-0.5995464,1.572196,OPN Healthcare
-21.668318,-24.64116,Exceptional Recruitment
-6.932211,26.438786,Humanitas
35.428997,0.08788268,Brandbase Capsule Pvt Ltd
-2.4879057,3.977311,INSANE GROUP CO
-2.5316029,2.075718,The Cocktail Global
-2.4434073,2.5559804,Ox Consultancy Pte. Ltd.
-21.640268,-24.57459,Tekton Labs
1.0249159,5.7403913,SMARTOSC
3.082467,-1.5307252,Schiphol
7.534962,-7.654304,CBRE as
25.091803,-47.089558,LTV SaaS Fund
25.494322,-46.365204,"NSD International, Inc."
-21.658815,-24.562622,Cofidis Slovakia
-5.7919836,1.1109861,Jenius Bank
10.27158,-5.9572697,UniTek Global Services
-2.770297,2.6827352,Lucerna Health
35.482327,0.04002027,Ecoveritas Limited
-2.2933452,2.7905648,Algoscale
0.78672034,4.7090364,Data Science Jobs
25.07649,-46.74666,C&M Travel Recruitment
1.4625684,2.3990002,Virtus Investment Partners
35.449764,0.0027037035,Liverpool John Moores University
35.47473,0.061952386,Seal Dynamics - A HEICO Company
-0.675032,1.4668186,Johns Hopkins Medicine
2.5244803,-5.1012635,Amundi Asset Management
-3.0821717,-0.5939789,RCA
25.464394,-46.45107,APRIL
-0.68952847,3.0131366,DAtec Solutions
-5.3534646,0.7340997,Revive
4.3336654,0.112875484,JCD STAFFING LLC
0.46565518,4.7186813,Jhpiego
-1.0398035,4.7220592,Alameda Health ConsortiumCommunity Health Center Network
25.476454,-46.433407,Bluewave
1.7770867,3.3387868,UNV Ukraine
-8.964806,16.525404,Kindred Group
1.6490474,0.23843333,Finanz Informatik GmbH & Co. KG
-0.621956,3.4424279,Orange SA
-2.8624103,1.8557621,ARRK Engineering GmbH
1.3824829,3.1074994,Turning Point
0.89184624,4.7407594,STACS
3.8300986,0.17493388,UNCOMN LLC
0.6321951,5.3119345,UNIPOL GRUPPO
1.4856821,5.459192,Nespresso
-16.946672,-2.5459518,Alternative Research Solutions
41.796097,-13.802148,Careers at Rethink Group
36.30309,0.3130381,HELLO WATT
-2.8870807,4.918001,Clearwater People Solutions
-2.5010161,0.28794533,Pernod Ricard España SA
-0.29710612,3.1651905,JP Morgan Chase & Co.
36.258854,0.35397932,Thinkfind
1.3820716,-1.9197242,Krones AG
25.524532,-46.360855,Besteam Personnel Consultancy Limited
-20.458952,24.436022,How I Met Your Planet
10.256727,-5.95532,ITecco Limited
25.520525,-46.391727,Navient - Xtend Healthcare
11.42001,-10.308456,"Tech Providers,"
0.65067965,4.867328,Baltimore City Public Schools
-6.233337,1.4885286,Invia Group
-4.196302,12.911762,Qt Group
3.4525437,-2.021026,Havas Media Group Spain SAU
-0.15337673,-32.797493,CFL
-5.316781,0.73018414,Smily Rh
-1.1432137,1.6021446,"Raymond James Financial, Inc"
-3.0757227,2.6688058,Clever Care Health Plan
18.484035,-24.73275,OREXAD DEVELOPPEMENT
-2.1456518,2.7570467,Openbank
1.3674517,1.2138805,Gadget Express
3.0109396,-1.8483206,Robert Half Finance & Accounting
-0.5952193,2.3954902,Local jobs
-2.7849288,0.17722014,Consolidated Aerospace Manufacturing
25.510805,-46.406013,"Avatar International | Cybersecurity, IT, Finance & Executive Search"
6.468444,-5.4083624,Hewlett Packard Careers
1.9749086,2.5095012,Uptown Treehouse
3.044624,-1.7552131,Danish Bio Commodities (DBC)
1.9615787,2.5034587,SavATree
-37.52636,30.003242,HUK-COBURG
-21.482645,-24.647892,moka.care
36.211544,0.32957017,CSI
-2.441805,4.320332,DiDi Global
-2.8637688,-0.063504666,ArabyAds
-0.34065086,2.8366864,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD
-5.4508834,0.46648645,JOI Gaming Ltd
2.8119838,0.43744424,JOBSTUDIO PTE LTD
35.50018,0.027744552,HumCap Recruiting
-0.65257823,4.0732446,Samshara Staffing
7.5507126,-7.638516,Talentsquare
-21.839676,-24.499529,Easter Seals North Georgia
-5.5115905,0.3746082,Hearth
-0.84613085,1.3652737,Crazy Llama
0.7976339,-0.86233807,KVV Kassel
35.72658,0.27958944,AEM Corporation
2.907892,0.35505196,GOAL Global
-16.949295,-2.5442328,Белгазпромбанк
-0.1459881,-32.805138,FITECO
8.459494,17.899567,Netherlands
11.413389,-10.3018875,Al Futtaim Group - Other locations
-3.4146912,2.833426,Paragon Alpha - Hedge Fund Talent Business
36.180798,0.4720472,BlankSpace Inc.
35.97813,0.111237235,Ampleon
0.7314943,2.5279615,Chamberlain Advisors
7.5367303,-7.6489363,Proterra Inc
2.6876915,-4.9838605,Subsea 7
-2.94288,1.7675978,Quotacom
-6.7623515,6.531069,Copec
-2.568832,2.1052487,Dotlinkers Sp. Z O.O.
35.741173,0.0901477,Empresa: FEDERACIÓN MEXICANA FÚTBOL
-2.7998595,4.2009783,Aldi Inc.
-9.005221,16.560331,TransUnion Limited
-37.597324,29.914492,Collabera Digital Singapore
25.513254,-46.379616,Hi-Care Services
-9.006811,16.550797,Plum Careers
16.318228,-2.63711,COME
36.258446,0.34302166,Sportserve
36.284832,0.2984051,Ntt
-2.7851295,4.2244244,Brighty Careers
-0.15056019,-32.818226,Accenture Portugal
3.3750877,0.2632016,Planned Parenthood of Orange and San Bernardino Counties
-0.9743426,2.0234768,MAGRABi Retail Group
-0.80502737,-9.521264,Ultracon Consultoria
-21.555454,-24.508968,"Connecture, Inc."
-0.17218378,-32.806152,UNIT4 NV
-20.46492,24.46403,Kooapps Philippines
2.8230093,2.9771328,Aderant
-37.613605,29.970266,TS Imagine
11.176393,4.919359,JCB
36.18034,0.4256958,Globus Medical
1.7557571,2.5252595,Metamo DAC
1.5134592,3.6322138,"AMERICARE, INC"
-0.67252755,3.1331053,TESTQ Technologies
-9.020773,16.522575,Harborview Medical Center
25.492653,-46.42255,Envolve Dental
-6.2790475,6.2117887,International Paper
1.2593564,3.258276,LinQuest Corporation
10.253238,-5.958248,ABC Polymer Industries
1.2705282,5.15815,SKIM
-6.604653,0.8369698,GetYourGuide
0.5878991,4.678825,PBG Consulting
-0.16472988,4.0569396,Programa de Prácticas Allianz
-0.60285974,1.7742126,Renesas Electronics
16.068014,0.7305912,Ottawa County
-20.442549,24.421307,Rhapsody
-2.5966265,4.8155766,Sleek
-6.2311482,1.4650452,"Acronym Media, Inc."
-4.731707,3.5715692,Amcham
-4.1379824,-7.4631343,63 reviews
-1.5039797,-3.9034922,Soluzione Tasse SpA
0.248756,-6.360012,HowGood
-2.9801476,-0.29787937,AGH IBÉRICA
16.315947,-2.648539,XL Pro Staffing and Consulting
2.9429355,-1.6247398,Kantar
25.566322,-47.34205,identifi Global Resources
1.4593903,2.493267,zooplus SE
-21.645319,-24.390196,SPAR INFORMATION SYSTEMS LLC
1.1060269,0.8713375,SAGAFTRA
3.7684114,0.18269385,Acxiom Global Service Center Polska sp. z o. o
35.779514,0.05887234,Kao Netherlands B.V. - Kao Corporation
3.6004183,0.80520296,United Service Organizations (USO)
-0.3513309,5.309235,Alpha Consulting Corp
35.750843,0.41476488,Kaiser Permanente Zion Medical Center
1.001716,-1.4641856,M.A.P. Technology
-5.320646,0.7263753,Careerbuilder US
1.1501374,6.1244326,Prutech Solutions
-0.8037759,-9.524046,EMIS Group plc
18.50057,-24.716032,ATX Consulting
35.401886,0.09947462,"Shadow Office Solutions, Inc."
0.8693666,-0.93442714,GRABTAXI HOLDINGS PTE. LTD.
1.542002,3.58815,Georgia State University - Andrew Young School of Policy Studies
-9.391246,9.369258,EUTELSAT SA
-2.8677628,1.8424779,qa.com
-1.836712,2.4604855,Advantage Technical
-3.0946605,-0.5537958,Alteas Health
-2.0075276,2.215705,SAIC
1.0217074,5.6710634,ReefPoint Group
35.881367,0.4184955,SyncVR Medical B.V. / GmbH / ApS / Ltd.
3.6496086,0.1262834,Bulgari S.P.A
-0.3523873,0.8366881,Co-Op Financial Services
18.726906,-24.487694,"The Hollister Group, Inc."
0.96165395,5.566076,"Synergy Enterprises, Inc."
25.568819,-46.429615,Global Process Manager
-0.81002086,-9.535216,L.E.A. S.A.
16.068024,0.73044926,BronxCare Health System
7.5507336,-7.6340613,Hempel A/S
18.501625,-24.714478,SLG S.A.
-21.826778,-24.568886,Clarkhouse
0.26217467,-6.343888,ANCOR
-0.8024513,-9.513714,ING Poland Hubs
0.840847,-0.88721013,KDtalent - Kinetic
0.82040006,4.8228884,World Food Programme
-37.836132,29.38511,Infocepts
-6.7661676,6.562195,NEOM - JAL International
0.899298,0.9294655,MSCI Hong Kong Limited
-1.3922354,2.8168952,Vaco
18.97379,-24.245384,QPTech
1.5202724,5.463417,ARFADA for Development and Consultations
1.4007806,2.4506602,CB Richard Ellis
35.88057,0.0040793824,SRG Government Services
1.4105086,3.0216067,Jefferson Consulting Group
36.25366,0.25802884,Af Partner
11.184382,4.911152,VELUX France
-0.63422066,3.2436388,Discover Financial Services
1.304647,1.1715732,Hcl Singapore Pte. Ltd.
-0.49376568,2.4481232,TickPick
-21.637192,-24.468586,Sports Direct retailer
-0.642382,4.313094,JurongHealth Campus
19.00642,-24.214647,Disneyland Paris
-0.09754069,3.9114513,Bank OZK
8.423108,17.863197,emagine Consulting A/S
11.407383,-10.295865,Pestana Hotel Group
1.0034494,0.9374844,Banfield Pet Hospital
35.395042,0.06430198,PACTERA EDGE TECHNOLOGIES SINGAPORE PTE. LTD.
-0.6467346,3.1319587,Kastel Staffing Group
-2.23385,2.7962456,Motive Interactive
3.607131,1.3646336,Teesside University
-2.223923,4.023446,CERATIZIT S.A.
0.4203835,3.1828475,Department of Health and Social Care
2.9647279,1.2161968,US Renal Care
-2.9562035,-0.25053474,Skai
10.246259,-5.931178,VORTAL Connecting Business
0.25852063,-6.3516808,Continental Automotive Group
-1.3046062,1.5453286,Maps S.p.A.
18.516611,-24.699244,LifeScan
1.7978674,3.3579004,SlingShot Connections
1.630154,3.2480998,DKSH
19.72632,-23.977228,Dyneff
1.0175643,0.9921951,Renesas Electronics Corporation
0.76891834,5.128272,Arete
-0.8870425,1.0951781,Recrew & Co Pty Ltd
35.435074,0.026980389,Trax Retail
3.4969695,1.2370008,"GSPANN Technologies, Inc"
-0.6954901,1.4817497,Elemental Enzymes
-3.413416,2.836214,Workwize
-0.34339347,2.6129193,Aon
-2.5562553,0.489829,Siemens Mobility
-1.0962032,4.556406,Global Data Solutions Inc.
25.52431,-46.367027,Craig Sigmar
-6.7783003,6.5767474,"Floor & Decor Holdings, Inc."
-1.0827329,1.6118809,Florida Atlantic University
18.996687,-24.225245,INNOSPIRE PTE. LTD.
-6.911223,26.414488,AEI
35.85227,0.13045251,Iowa Association of Electric Cooperatives
1.4940336,0.429312,Finanz Informatik
35.42686,0.06118556,Capri Sun GmbH
5.0462303,-4.5903516,TTS GROUP PTE. LTD.
-2.4677038,2.1148493,EIRE Systems
16.308079,-2.6665084,LSC Network
-1.017059,2.3190842,Bosch Gruppe
-4.1360865,-7.557328,AND Digital Nederland
0.27913332,-6.329169,Zenerate
